,securityId,report_id,factset_entity_id,event_type,event_datetime_utc,overall_default_score,overall_default_score_comment,financial_performance_risk,financial_performance_risk_comment,liquidity_debt_risk,liquidity_debt_risk_comment,operational_challenge_risk,operational_challenge_risk_comment,market_competitive_risk,market_competitive_risk_comment,legal_regulation_risk,legal_regulation_risk_comment,broad_economic_factor_risk,broad_economic_factor_risk_comment
363,66905235,3115109,06PNJ3-E,E,2024-10-31T19:00:00.000+00:00,3,Strong financial performance with improved EBITDA guidance and solid liquidity position.,4,"Increased consolidated adjusted EBITDA and net income, but some concerns regarding lower coal-to-coke yields.",2,Strong liquidity with a cash balance of $164.7 million and fully undrawn revolver of $350 million.,5,Full capacity but facing challenges due to lower coal-to-coke yields and adverse weather impacts.,4,"Competitive pressures exist, but agreements with US Steel provide some stability.",2,Favorable outcome with DOL on black lung liabilities reduces future liabilities.,4,"Exposure to economic fluctuations, but specific project developments seem to be on track."
364,67905911,3018272,0HJRW8-E,E,2024-05-03T18:00:00.000+00:00,4,"The company displays strong financial performance and growth strategies, though there are some operational challenges in the leasing segment.",4,"Total revenues increased, but leasing revenues declined significantly, indicating variability in performance.",3,"The company has no near-term debt maturities and a solid cash position, mitigating liquidity risks.",6,"Declines in leasing activity introduce operational challenges, but management hopes for sequential improvement.",4,"While they have a strong market presence, they face competitive pressures and changing market dynamics.",99,Insufficient information regarding legal and regulatory risks in the earnings release.,5,"The company is exposed to macroeconomic conditions, but their outlook relies on anticipated recovery in the market."
365,67905911,2974363,0HJRW8-E,E,2024-02-22T20:00:00.000+00:00,3,"Strong revenue growth and market share gains mitigate default risk, but external economic factors pose challenges.",2,Significant revenue growth (23% increase) and improvements in adjusted EBITDA indicate solid financial health.,4,Adequate cash position ($164.9 million) and successful refinancing of long-term debt suggest manageable liquidity risk.,5,"While operational improvements noted, competition for talent and potential fluctuations in the market may require close management.",3,"Gained market share in competitive areas despite industry headwinds, which suggests resilience.",5,"Need to monitor challenges associated with legal and regulatory compliance, particularly in the GSE sector.",6,"Exposure to macroeconomic factors, particularly related to commercial and multifamily debt maturities, poses risks."
366,67905911,3064197,0HJRW8-E,E,2024-08-02T18:00:00.000+00:00,2,"The company has demonstrated strong financial performance and positive growth across business lines, indicating a low risk of default.",3,"Solid revenue growth and earnings performance, with a 15% increase in capital markets revenues are indicative of strong financial health.",4,"The company has a reasonable cash balance and net leverage ratio, although the increase in corporate debt should be monitored.",3,"Operational improvements and cost savings have been successfully implemented, indicating good operational management.",3,"Market conditions appear favorable with strong demand across various property types, and the company's market share is increasing.",5,"While no specific legal issues are mentioned, ongoing regulatory factors should be monitored as they can impact future operations.",4,"The company is somewhat insulated from economic fluctuations due to diverse service offerings, but broader economic uncertainties could affect results."
367,67905911,3110245,0HJRW8-E,E,2024-11-05T20:00:00.000+00:00,3,"The company shows strong financial performance and growth, indicating a favorable outlook with potential challenges in external market conditions.",2,Strong growth in revenue and adjusted EBITDA with a positive outlook for future earnings.,3,Low net leverage at 1.4 times and good cash flow generation indicate solid liquidity management.,4,"While operational performance is strong, challenges exist in the competitive landscape and market conditions.",4,"The market is recovering, but there are uncertainties regarding timing and external economic factors affecting performance.",5,"The company has noted potential legal settlements, which pose some risk to operational results.",4,Broader economic conditions and interest rates could impact market opportunities and performance.
368,66823815,2982766,000Y2H-E,E,2024-02-21T18:00:00.000+00:00,4,"The overall performance indicates stability, though challenges remain in specific sectors.",5,Moderate risk due to net losses and reliance on external factors like license renewals affecting revenue.,3,"Good liquidity position with strong cash balances and manageable debt, although pension liabilities are concerning.",4,Operational challenges are present but there are positive indicators from client renewals and new business development.,6,"Increased competition for market share is noted, particularly in the banking sector, which may impact growth.",2,"Limited legal and regulatory risks mentioned, indicating a manageable environment.",6,"Economic uncertainties could impact client budgets and spending, especially in sensitive sectors."
369,66823815,3073901,000Y2H-E,E,2024-08-06T16:00:00.000+00:00,5,"The company shows solid financial performance and improving margins. However, risks remain regarding liquidity and potential external economic challenges.",4,"Financial results are stable with revenue growth projections. However, the variability in License and Support revenue poses some risk.",6,"While liquidity appears strong, the company has negative free cash flow recently, and debt payments are due in 2027, requiring careful management.",4,"Operational efficiencies including workforce management improvements enhance margins, reducing risk in operations.",5,"The competitive landscape remains challenging, but the company is experiencing new business growth which may mitigate risks.",5,"Legal expenses are notable and expected to decrease, yet ongoing litigation could present risks.",6,"Potential macroeconomic factors could influence client behavior, but diversification mitigates some of these risks."
370,66823815,3029692,000Y2H-E,E,2024-05-08T16:00:00.000+00:00,5,"The company shows signs of stability with some revenue growth, yet ongoing legal and environmental costs pose a risk.",5,Slightly declining overall revenue but encouraging growth in specific segments suggests moderate risk.,4,Strong liquidity with a net leverage ratio of 0.5 times indicates a lower risk of liquidity issues.,6,Challenges in managing operational costs and adapting to market dynamics present moderate risk.,5,"Increased competition and market dynamics could impact growth, especially in new logo signings.",7,Ongoing legal expenses and pending litigation present a higher risk to overall compliance and cost structure.,6,"Potential economic downturns may impact client spending and project timelines, leading to moderate risk."
371,66823815,3112762,000Y2H-E,E,2024-10-30T16:00:00.000+00:00,3,"The company's strong performance in new business signings, reduced legal expenses, and increasing free cash flow indicate a low likelihood of default.",4,"Revenue growth is strong, and expectations for L&S revenue have been positively adjusted. However, there is still some reliance on non-GAAP metrics which introduces a slight risk.",4,"Liquidity has improved with cash balances on the rise and a strengthened ABL facility. Net leverage ratios are low, reducing risk.",5,"While operational efficiencies are improving, there are challenges in discretionary revenues and improving profitability across segments, signaling moderate risk.",6,"Increased competition and market softness have impacted discretionary spending, which poses a higher risk in the current environment.",5,"Legal and regulatory risks persist, although there has been some reduction in legal expenses; ongoing vigilance is necessary.",5,"Overall economic conditions appear to be a moderate concern, affecting client spending and operational areas, thus posing some risk."
372,66899052,3022796,0NT7KS-E,E,2024-04-30T17:00:00.000+00:00,3,"The company demonstrates strong financial performance, effective capital allocation strategy, and growth opportunities in the energy market, indicating a low likelihood of default.",4,"Adjusted EBITDA shows growth, and the reaffirmed guidance reflects confidence in future performance, although volume is expected to dip temporarily.",3,"The company expects to fund growth projects within free cash flow, and aims to reduce debt, indicating a prudent liquidity and debt management approach.",4,"Operational progress on major projects is ahead of schedule and on budget, but potential maintenance could temporarily affect volume.",4,"Strong market demand signals in the Mid-Atlantic and Haynesville regions mitigate competitive risks, despite a weak price environment impacting some producers.",5,"Recent legal rulings are favorable, but ongoing regulatory dynamics in the basin could pose medium-term challenges.",3,"While there are potential risks from economic volatility, the demand for natural gas driven by data centers and energy needs offers growth opportunities."
373,66899052,3070377,0NT7KS-E,E,2024-07-30T17:00:00.000+00:00,4,"The company shows strong performance and confidence in its financial outlook while reaffirming guidance, suggesting a low likelihood of default.",5,"Adjusted EBITDA has increased slightly but faces pressure from lower seasonal revenues and planned outages. However, firm contracts provide some stability.",4,"The company is committed to spending within free cash flow and maintaining an investment-grade credit rating, indicating good liquidity management.",5,"Operations have been affected by planned maintenance and producer activity timing; however, growth initiatives are progressing.",6,Presence of new competitors in the market could impact demand; ongoing discussions with producers indicate awareness of market dynamics.,4,"There is ongoing work with regulatory bodies regarding permits, but no immediate legal challenges were mentioned.",5,"Market fundamentals are affected by price volatility and demand prospects, but management expresses confidence in long-term demand growth."
374,66899052,3113290,0NT7KS-E,E,2024-10-29T17:00:00.000+00:00,4,"The company demonstrates strong financial performance and growth initiatives, indicating a relatively low likelihood of default.",3,"Adjusted EBITDA has increased guidance, with strong performance indicators and cash flow.",4,The company reports no debt maturities for five years and a recent upgrade to investment grade by Fitch Ratings.,5,"While projects are on track, operational challenges related to volume trends in the Northeast present some risk.",6,"Market fundamentals are improving, but competitive pressures from other producers and infrastructure are noted.",5,"Pending regulatory clarifications for carbon capture projects could impact timelines, but not significantly affecting overall performance.",5,"Economic factors appear stable, with expected growth in LNG demand providing a constructive environment."
375,66899052,2980819,0NT7KS-E,E,2024-02-16T18:30:00.000+00:00,3,"The company's strong financial performance, positive growth outlook, and disciplined capital management indicate low risk of default.",3,Adjusted EBITDA growth of 10% year-over-year and strong guidance indicate solid financial performance.,4,Comfortable leverage levels and progress towards an investment grade credit rating suggest manageable debt risk.,4,"Successful completion of projects ahead of schedule indicates strong operational capabilities, but potential external challenges exist.",5,The company operates in a competitive market but has a strong backlog and advantageous asset positions.,5,"No direct mention of significant legal issues, but ongoing regulatory environments may pose some risk.",4,"The company is well-positioned in the energy sector, though economic fluctuations may impact some operations."
376,66899053,3022796,0NT7KS-E,E,2024-04-30T17:00:00.000+00:00,3,"The company demonstrates strong financial performance, effective capital allocation strategy, and growth opportunities in the energy market, indicating a low likelihood of default.",4,"Adjusted EBITDA shows growth, and the reaffirmed guidance reflects confidence in future performance, although volume is expected to dip temporarily.",3,"The company expects to fund growth projects within free cash flow, and aims to reduce debt, indicating a prudent liquidity and debt management approach.",4,"Operational progress on major projects is ahead of schedule and on budget, but potential maintenance could temporarily affect volume.",4,"Strong market demand signals in the Mid-Atlantic and Haynesville regions mitigate competitive risks, despite a weak price environment impacting some producers.",5,"Recent legal rulings are favorable, but ongoing regulatory dynamics in the basin could pose medium-term challenges.",3,"While there are potential risks from economic volatility, the demand for natural gas driven by data centers and energy needs offers growth opportunities."
377,66899053,3070377,0NT7KS-E,E,2024-07-30T17:00:00.000+00:00,4,"The company shows strong performance and confidence in its financial outlook while reaffirming guidance, suggesting a low likelihood of default.",5,"Adjusted EBITDA has increased slightly but faces pressure from lower seasonal revenues and planned outages. However, firm contracts provide some stability.",4,"The company is committed to spending within free cash flow and maintaining an investment-grade credit rating, indicating good liquidity management.",5,"Operations have been affected by planned maintenance and producer activity timing; however, growth initiatives are progressing.",6,Presence of new competitors in the market could impact demand; ongoing discussions with producers indicate awareness of market dynamics.,4,"There is ongoing work with regulatory bodies regarding permits, but no immediate legal challenges were mentioned.",5,"Market fundamentals are affected by price volatility and demand prospects, but management expresses confidence in long-term demand growth."
378,66899053,3113290,0NT7KS-E,E,2024-10-29T17:00:00.000+00:00,4,"The company demonstrates strong financial performance and growth initiatives, indicating a relatively low likelihood of default.",3,"Adjusted EBITDA has increased guidance, with strong performance indicators and cash flow.",4,The company reports no debt maturities for five years and a recent upgrade to investment grade by Fitch Ratings.,5,"While projects are on track, operational challenges related to volume trends in the Northeast present some risk.",6,"Market fundamentals are improving, but competitive pressures from other producers and infrastructure are noted.",5,"Pending regulatory clarifications for carbon capture projects could impact timelines, but not significantly affecting overall performance.",5,"Economic factors appear stable, with expected growth in LNG demand providing a constructive environment."
379,66899053,2980819,0NT7KS-E,E,2024-02-16T18:30:00.000+00:00,3,"The company's strong financial performance, positive growth outlook, and disciplined capital management indicate low risk of default.",3,Adjusted EBITDA growth of 10% year-over-year and strong guidance indicate solid financial performance.,4,Comfortable leverage levels and progress towards an investment grade credit rating suggest manageable debt risk.,4,"Successful completion of projects ahead of schedule indicates strong operational capabilities, but potential external challenges exist.",5,The company operates in a competitive market but has a strong backlog and advantageous asset positions.,5,"No direct mention of significant legal issues, but ongoing regulatory environments may pose some risk.",4,"The company is well-positioned in the energy sector, though economic fluctuations may impact some operations."
380,38122982,3119599,000JFV-E,E,2024-11-07T03:00:00.000+00:00,3,"Strong financial performance and free cash flow indicate a healthy company, but there are macroeconomic uncertainties.",2,Robust revenue growth (16% YoY) and significant increases in net income highlight strong financial health.,4,"While cash flow is strong, the company carries significant debt. However, the majority is fixed rate.",3,"Operational execution appears solid, with strong partnerships and product innovation but still presents typical challenges.",5,"Competitively stable environments in key areas, but there are concerns about volume challenges in certain segments.",4,"Regulatory changes and potential uncertainties remain a factor, but FICO has ongoing relationships with both parties.",6,"Macroeconomic uncertainties, particularly around mortgage rates and volumes, present challenges for future growth."
381,38122982,3073303,000JFV-E,E,2024-08-01T01:00:00.000+00:00,2,"The company has shown strong financial performance with significant revenue growth, impressive free cash flow, and positive outlook. However, some risks exist due to macroeconomic factors.",3,"Strong revenue growth year-over-year, although there are slight declines in certain areas like B2C revenues and specific segments (Auto and Personal Loans) which could be concerning.",4,"The company has a considerable amount of debt but maintains a healthy cash flow and liquidity position. Concerns exist around the fluctuating debt levels, but the fixed vs. floating debt balance provides some flexibility.",3,"Operational performance appears strong, with successful product adoption and effective management strategies. However, the decline in certain revenue streams poses a risk.",6,The company operates in a competitive environment with pressure on pricing and market share. The impact of shifting customer preferences could affect growth.,2,"No significant legal or regulatory issues were mentioned, but ongoing changes in financial regulations could present potential risks.",5,Economic fluctuations could affect mortgage and credit markets which are essential for the company's business model.
382,38122982,3024292,000JFV-E,E,2024-04-26T01:00:00.000+00:00,3,"The company shows strong financial performance and growth metrics, indicating a low likelihood of default.",3,Significant revenue growth of 14% year over year and strong net income increase point to stable financial performance.,4,Healthy cash flow generation at $61.6 million and manageable debt levels at 5.2% interest suggest liquidity is not a concern.,4,"Operational challenges exist in the face of a macroeconomic slowdown, yet the company is navigating well with growth in key areas.",5,"Competitive pressures noted, especially with recent pricing scrutiny in mortgage markets, but overall demand remains robust.",5,"Some regulatory scrutiny regarding pricing in the mortgage segment, but no imminent threats identified in the call.",4,"While the macroeconomic environment poses some risks, the company has demonstrated resilience and adaptability."
383,38122982,2971924,000JFV-E,E,2024-01-26T03:00:00.000+00:00,3,"The company showed strong growth in revenue, net income, and free cash flow, which indicates financial health.",2,Double-digit growth in revenue and net income suggests strong financial performance.,4,"Free cash flow is healthy and growing, though total debt is significant.",6,"Some operational challenges noted, but indicated that onboarding new clients remains strong.",5,"Competition and market conditions could impact future growth, particularly in the B2C segment.",3,"No significant legal or regulatory concerns were mentioned, indicating stability.",4,"Economic factors affecting mortgage rates could impact performance, especially in the mortgage segment."
384,68055979,3110893,07WXZ8-E,E,2024-11-07T19:00:00.000+00:00,4,The company's solid financial performance and strategic initiatives demonstrate resilience and the ability to manage risks.,3,"The company has shown double-digit growth in adjusted EBITDA and EPS, indicating strong financial health.",4,The company maintains a net leverage ratio within the target range and demonstrated strong cash flow generation.,5,"Weather-related impacts and operational improvements pose moderate challenges, but there is confidence in management's execution.",5,"While the market is competitive, the company continues to gain market share, especially in key customer segments.",2,No significant legal or regulatory challenges mentioned; the company appears to be managing compliance effectively.,7,"Economic conditions, such as inflation and foot traffic challenges, could push performance lower, but the company has strategies to address these."
385,68055979,3020571,07WXZ8-E,E,2024-05-09T17:00:00.000+00:00,4,"The company showed resilience in financial performance despite some headwinds, with positive outlook and proactive management strategies in place.",5,"Despite facing challenges such as increased operating expenses and labor disruptions, adjusted EBITDA showed growth, indicating strong financial discipline.",3,"The company reported strong operating cash flow, effective working capital management, and low debt levels, which reduces liquidity risk.",6,"Ongoing labor disruptions and weather challenges presented operational challenges, but the company is proactively working to address these issues.",5,"The company is experiencing some competitive pressures in the market but continues to gain share, particularly in the independent restaurant sector.",2,"There are no significant legal or regulatory risks mentioned in the transcript, with management focusing on driving growth despite market pressures.",4,"General economic conditions, such as inflation and consumer spending, pose risks, but the company is navigating these factors and remains competitive."
386,68055979,3068504,07WXZ8-E,E,2024-08-08T17:00:00.000+00:00,6,"The company shows strong financials and strategic growth initiatives, but faces industry pressures on traffic and competition.",4,"The company reported record EBITDA and expanded margins, indicating solid financial performance.",3,Strong cash flow and management of leverage ratios provide a healthy liquidity position.,6,"While operational improvements are being made, challenges with foot traffic and workforce management persist.",7,Increased competition and promotional activity pose challenges to maintaining market share.,2,No significant legal or regulatory risks were mentioned in the earnings call.,6,General macroeconomic headwinds affecting consumer behavior bring uncertainty to future growth.
387,68055979,2973443,07WXZ8-E,E,2024-02-15T19:00:00.000+00:00,4,"The company has shown strong financial performance, effective cash flow management, and a clear growth strategy, reducing overall likelihood of default.",3,Strong adjusted EBITDA growth and margin expansion indicate solid financial performance.,4,"The company reduced net leverage to 2.8 times and has reported strong operating cash flow, showing good liquidity.",5,"The company is addressing operational challenges and has initiatives in place to improve productivity and safety, though there are still ongoing challenges.",4,"The company maintains a strong competitive position with growth in key customer segments, although market conditions could change.",6,"Moves in labor agreements and potential regulatory issues add some risk, although the company has experience in managing these.",5,"Potential for economic fluctuations exists as the company navigates inflation and labor market changes, but overall outlook is positive."
388,68153252,2968110,09SNJS-E,E,2024-02-27T23:00:00.000+00:00,4,The overall outlook is positive with manageable risks and growth potential.,5,Financial performance showed growth but faced some challenges; RevPAR is slightly volatile.,3,Strong liquidity with no upcoming debt maturities until 2025 and fixed interest rates.,6,Ongoing renovations and their associated disruptions present operational challenges.,4,The overall market is competitive but certain segments are showing strong demand.,2,Legal and regulatory environment appears stable with no significant risks mentioned.,5,Economic conditions are challenging but several areas show resilience and recovery potential.
389,68153252,3057978,09SNJS-E,E,2024-08-02T19:00:00.000+00:00,4,"The company shows resilience in key areas such as portfolio performance and a strong balance sheet, but faces challenges due to ongoing renovation disruptions and fluctuating leisure demand.",5,"While there were some positive indicators in RevPAR growth, overall adjusted EBITDAre fell short of internal estimates, suggesting potential financial stress.",3,"The balance sheet is strong with ample liquidity and manageable debt maturity, which mitigates liquidity and debt-related risks.",6,"Renovation disruptions and costs are negatively impacting operational performance, but improvements in occupancy hint at recovery.",4,"Market positioning appears stable, but there is concern over leisure demand slowing, affecting overall revenue.",99,Insufficient information regarding legal and regulatory risks was provided in the earnings report.,5,"General economic uncertainties, including fluctuating leisure travel patterns, present moderate risks to performance."
390,68153252,3009176,09SNJS-E,E,2024-05-03T18:00:00.000+00:00,5,"Overall, the company shows a recovery in demand and stable financial performance, but ongoing renovation disruptions and market challenges present some risks.",5,"Financial performance shows mixed results with a decline in adjusted EBITDAre but overall net income remains positive, suggesting moderate risk.",4,Strong balance sheet with ample liquidity and no near-term maturities indicates low risk in this category.,6,"Ongoing renovations are causing disruptions in revenue and EBITDA, leading to moderate risk.",5,"Competitiveness in the hospitality sector is stable, but the potential influx of new luxury hotels could heighten competitive pressure.",99,Insufficient information provided to assess legal and regulatory risks.,6,General economic uncertainty and inflation could impact consumer spending and travel demand.
391,68153252,3090242,09SNJS-E,E,2024-11-07T21:00:00.000+00:00,7,"The company is facing several challenges including a net loss and decreased guidance, indicating heightened risk.",8,"The company reported a net loss of $7.1 million and adjusted EBITDAre was below expectations, indicating financial challenges.",6,"The upsizing and extending of the corporate credit facility provides liquidity support, but reliance on external financing is a risk.",7,"Renovation disruptions negatively impacted guest experiences and financial performance, contributing to operational risks.",6,"The company faces competition and adverse effects from softer leisure demand, although some properties have shown strong performance.",99,No specific legal or regulatory risks were mentioned in the earnings transcript.,7,Economic uncertainties and external factors such as hurricanes have put pressure on performance and outlook.
392,66882129,2988790,0HMXJG-E,E,2024-02-23T18:30:00.000+00:00,6,"The company shows solid growth in some segments, but faces operational challenges and liquidity risks.",5,"Adjusted OIBDA grew but overall revenue faced slight declines in Q4, indicating potential vulnerabilities.",7,"Total debt is significant at $8.2 billion, but the company has good liquidity with $1 billion in cash, though it faces high costs during migration.",8,"Challenges noted during customer migration, with significant integration costs impacting performance.",6,"Intense competition in Puerto Rico affects sales, and customer growth is uncertain due to competitive dynamics.",4,"No immediate legal or regulatory risks were highlighted, but attention to regulatory changes is needed.",5,"General economic softness could impact revenue, particularly in government segments which are under pressure."
393,66882129,3121624,0HMXJG-E,E,2024-11-07T18:30:00.000+00:00,6,"The company shows potential for recovery, but ongoing challenges in Puerto Rico raise default risk.",6,Year-over-year revenue and OIBDA declines highlight financial performance concerns.,5,"Slight improvement in leverage ratios; however, total debt remains significant.",7,Puerto Rico operations face migration challenges and unexpected complexities.,5,Increasing competition in key markets may impact pricing and margins.,4,"Regulatory challenges noted, but no immediate dangers highlighted in the transcript.",6,Potential impacts from broader economic conditions and inflation could affect performance.
394,66882129,3035365,0HMXJG-E,E,2024-05-08T16:30:00.000+00:00,7,"The company is navigating through a significant migration and integration challenge, with mixed financial performance across segments which raises default risk.",8,"The company saw a 10% decline in revenue from Puerto Rico and a 7% decline in adjusted OIBDA, indicating financial stress that could impact default risk.",6,"Total debt stands at $8.1 billion with a gross leverage of 5 times. While there is cash available, the ability to sustain operations through liquidity pressures is a concern.",8,Ongoing integration and migration issues in Puerto Rico are causing significant operational disruptions and losses in subscriber numbers.,6,"Competitive pressures persist in key markets, notably in Costa Rica. However, recent improvements in subscriber growth suggest some resilience.",5,"While there were mentions of legal aspects, no significant risks were highlighted, suggesting limited current regulatory pressures.",7,Economic factors such as inflation affecting pricing strategies and the impact of legislative changes could affect profitability going forward.
395,66882129,3077156,0HMXJG-E,E,2024-08-07T16:30:00.000+00:00,6,"Moderate risk due to recent operational challenges, particularly in Puerto Rico, but positive signs of recovery and growth in other regions.",7,"Declining revenue and OIBDA in Puerto Rico and lower ARPU overall indicate financial strain, though other regions show growth.",6,"Total debt is high at $8.1 billion, but manageable given cash reserves and revolving credit availability.",8,Significant operational challenges noted in Puerto Rico due to subscriber migration and integration issues.,5,"Despite a competitive landscape, the company has strong growth in mobile and broadband sectors, especially in Panama and Costa Rica.",4,"Limited mention of regulatory challenges, with operational and growth strategies in place to mitigate risks.",5,"Overall economic conditions seem stable with regional market investments, but potential external shocks remain."
396,68106687,2979551,0P6Z0M-E,E,2024-02-28T20:00:00.000+00:00,2,Company shows strong financial performance and growth prospects with increasing revenues and reduced debt leverage.,2,Robust revenue growth of 21.6% demonstrates a strong financial performance with increased memberships and net income.,2,Significant improvement in net debt to adjusted EBITDA leverage from 6.5 times to 3.6 times indicates strong liquidity management.,3,"Operational challenges are being managed well with effective membership strategies and club openings; however, execution improvements are still needed.",4,"Competitive landscape remains, but strong member engagement and brand loyalty mitigate risks.",5,"Legal and regulatory risks exist, particularly with emerging trends like weight loss drugs, but these may also present opportunities.",4,"Economic factors are stable currently, but broader economic uncertainty may affect future performances."
397,68106687,3063964,0P6Z0M-E,E,2024-08-01T18:00:00.000+00:00,2,Strong financial performance and positive cash flow indicate a low likelihood of default.,2,"Total revenue increased by 19% and net income significantly improved, showing strong financial growth.",3,"Reduced net debt to adjusted EBITDA leverage to 3.0 times and generated positive free cash flow, indicating solid liquidity.",4,"Some operational challenges remain in certain clubs, but overall execution and engagement are strong.",3,"Brand strength and limited competition reduce market risks, although price increases may attract some competitive actions.",99,Insufficient information to assess legal and regulatory risks.,4,"While macroeconomic conditions show signs of weakness, the company's fundamentals remain strong."
398,68106687,3017381,0P6Z0M-E,E,2024-05-01T18:00:00.000+00:00,2,"The company shows strong financial performance and is optimistic about future growth, indicating a low likelihood of default.",2,Strong revenue growth of 16.8% and improved adjusted EBITDA of 21.6% demonstrates strong financial health.,3,"Net debt to adjusted EBITDA decreased to 3.6 times, indicating effective debt management and liquidity concerns are minimal.",4,"While operational improvements are underway, ongoing cost inflation and staffing challenges could pose risks.",3,"Demand remains strong with improving retention rates, slightly mitigated by competitive market pressures.",99,Insufficient information was provided regarding legal and regulatory risks.,4,The company has not exhibited signs of caution among members despite broader economic concerns.
399,68106687,3106374,0P6Z0M-E,E,2024-10-24T18:00:00.000+00:00,2,Strong financial performance and improving debt levels indicate low default risk.,2,Significant revenue growth of 18% and a substantial increase in adjusted EBITDA indicate robust financial performance.,3,"Net debt to adjusted EBITDA ratio is decreasing, now at 2.4x, suggesting improving liquidity.",4,Some operational challenges exist in optimization across clubs but overall strategy appears solid.,5,"Competition in the health and fitness industry remains, but brand strength offers a buffer.",3,"No significant legal or regulatory issues noted, though potential challenges in real estate transactions exist.",4,"Some potential macroeconomic headwinds, yet strong membership retention and demand help mitigate risks."
400,68122061,3110240,002FH6-E,E,2024-10-25T17:30:00.000+00:00,4,"The company showed strong financial performance and improvement in operational metrics, which indicates lower likelihood of default.",3,Strong gross margin and operating margin improvements. Normalized earnings per share at the high end of guidance suggests healthy financial performance.,3,Reduced net debt significantly and lowered leverage ratio to under 5 times. Improved cash conversion cycle demonstrates strong liquidity position.,5,"Challenges in segments like Outdoor & Recreation indicate some operational hurdles, but overall improvement in performance shows good management.",6,Competitive landscape remains challenging but they have positioned themselves well through innovation and brand investments.,4,"No specific legal or regulatory risks highlighted, but potential tariffs could pose challenges depending on election outcomes.",5,"General merchandise market trends affect sales, particularly among different income consumers, posing moderate economic risk."
401,68122061,2967545,002FH6-E,E,2024-02-09T19:30:00.000+00:00,6,"Newell Brands has made significant improvements in financial performance and cash flow, but challenges in market share and category contraction present risks.",4,"Financial metrics show improvement with increased cash flow and reduced net debt, although sales guidance indicates continued contraction.",5,"Liquidity appears adequate with a strong cash flow and proactive debt reduction, but interest expenses are increasing.",7,Challenges remain in operationalizing strategic changes and improving brand and market share performance amidst an evolving business landscape.,8,"Overall market contraction and competitive pressures impact several key categories, particularly outdoor and recreational segments.",3,"No significant legal or regulatory risks were mentioned, though the company must remain vigilant of regulatory changes.",7,Ongoing geopolitical uncertainty and inflationary pressures on consumer spending pose risks to overall performance.
402,68122061,3021015,002FH6-E,E,2024-04-26T17:30:00.000+00:00,5,"The company's turnaround and improved financial metrics mitigate risk; however, external economic pressures persist.",4,"Core sales and gross margins improved sequentially, indicating solid financial performance.",5,"Operating cash flow improved, reducing leverage, but interest expenses are rising.",6,"Recent changes in strategy and a focus on key brands show promise, but operational complexity remains.",6,"Competitive pressures exist, particularly from pricing strategies and promotional activities.",99,Insufficient information regarding legal or regulatory risks was provided.,7,"Concerns regarding macroeconomic conditions, inflation, and consumer spending power affect performance."
403,68122061,3068913,002FH6-E,E,2024-07-26T17:30:00.000+00:00,4,"The company has shown improvement in financial metrics, but there are still market pressures and operational challenges that could pose risks.",6,"While there has been a positive trend in EBITDA and margins, core sales growth is still negative, indicating lingering performance risks.",5,"The company has reduced net debt and improved cash flow, but the leverage ratio remains relatively high.",7,The company is undergoing a transition in its operating model which poses execution risks.,5,"Competitive pressures remain in key categories, but the company is gaining market share in some segments through innovation.",3,"No significant legal or regulatory issues were mentioned, indicating a lower risk in this category.",6,"The economic environment remains challenging for consumer discretionary goods, impacting overall sales performance."
404,66930742,3020592,001JWC-E,E,2024-04-25T18:00:00.000+00:00,2,"Strong financial and operational performance, robust demand, and successful navigation of current market conditions suggest a low likelihood of default.",2,"Q1 results exceeded expectations, with significant year-over-year revenue and earnings growth.",3,"Liquidity of $3.7 billion and successful refinancing efforts reduce debt costs, but leverage reduction remains a focus.",3,Operational challenges anticipated in adjusting itineraries due to geopolitical situations but mitigated by strong demand.,4,"Competitiveness in the growing vacation market is strong, but there are pressures from increased industry capacity.",2,No significant legal or regulatory challenges noted in the current earnings release.,3,"Broader economic factors such as inflation are stabilizing, supporting consumer spending on experiences."
405,66930742,3072557,001JWC-E,E,2024-07-25T18:00:00.000+00:00,2,"The company demonstrates strong financial health with robust demand and profitability, indicating a low likelihood of default.",2,Achieved Trifecta goals ahead of schedule with exceptional second quarter performance and strong revenue growth.,3,"Liquidity position is substantial at $3.8 billion, with leverage below target levels, signaling manageable debt and good liquidity.",4,"Operational demand is very strong, though new ship integrations and ongoing management of costs still present challenges.",3,"The cruise market is robust with growing demand, but competition remains a factor, especially as consumer preferences evolve.",4,"Regulatory factors are present, but there's no specific indication that these are currently impacting financial performance.",3,"The economic environment is stable with low unemployment and stabilizing inflation, supporting consumer spending on experiences."
406,66930742,3109257,001JWC-E,E,2024-10-29T18:00:00.000+00:00,2,"Strong financial performance, improving outlook, and effective cost management indicate low likelihood of default.",2,Exceptional financial results with earnings guidance increased indicate strong financial health.,3,Returned to a fully unsecured capital structure with strong liquidity ($3.9 billion) and manageable debt levels.,4,"Some challenges exist due to the complexities of operating a large fleet and managing costs, but overall operations seem sound.",4,"While competition exists, Royal Caribbean's brand strength and growth in leisure travel support its market position.",4,"Regulatory environment is typically stable, but industry-specific challenges may arise.",3,Positive consumer spending trends and low unemployment support demand for leisure travel.
